,This review is about...,data privacy,security features,app installation,registration,loading speed,feature accessibility,ads,maintenance,transaction speed,transaction approval,transaction legitimacy,transaction fees,transaction flexibility,customer service,user friendliness,loan interest,savings interest,leniency,user incentives
866,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
867,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
868,"leniency, loan interest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
869,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
870,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
871,"loan interest, loading speed",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
872,"customer service, leniency",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
873,"loan interest, leniency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
874,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
875,"loading speed, feature accessibility",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
876,cutomer service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
878,"loan interest, leniency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
879,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
880,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
881,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
882,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
883,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
884,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,loan interest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
886,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
888,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
890,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
891,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
892,security features,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,loan interest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
894,"loan interest, transaction approval ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
895,user interface,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,"security features, savings interest",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
897,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
899,"loan interest, leniency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
900,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
901,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
902,security feature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
904,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
905,"registration, data privacy, feature accessibility",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
906,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
907,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
908,"user friendliness, savings interest, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
909,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
910,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
911,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
913,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
914,"feature accessibility, registration",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
915,feature accessibility ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
916,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,"transaction approval, leniency",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
918,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
919,security features,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,security features,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
922,app installation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,"featuer accessibility, customer service",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
924,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
925,app installation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,"featuer accessibility, customer service",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
927,"loading speed, transaction legitimacy",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
928,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
929,"transaction speed, user friendliness",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
930,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
931,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
932,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
933,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
934,"customer service, user friendliness",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
935,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
936,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
937,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
938,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
939,"app installation, feature accessibility",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
940,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
942,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
943,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
944,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
945,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
946,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
947,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
948,loading speed ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
950,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
951,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
952,loan interest ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
953,"savings interest, user friendliness, transaction flexibility, user incentives",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
954,"security features, transaction speed",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
955,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
956,"customer service, transaction legitimacy",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
957,"user incentives, transaction legitimacy, transaction flexibility",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
958,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
959,registration ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
961,"transaction speed, loan interest",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
962,"user friendliness, loan interest, transaction speed",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
963,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
964,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
965,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
966,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
967,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
968,"registration, transaction speed",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
969,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
970,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
971,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
972,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
973,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
974,user friendliness ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
975,"transaction legitimacy, transaction flexibility",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
976,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
977,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
978,"loan interest, data privacy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
979,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
980,customer service ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
981,"security features, transaction speed",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
982,"user interface, transaction legitimacy",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
983,"loading speed, maintenance",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
984,"transaction speed, customer service",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
985,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
986,"transaction legitimacy, transaction speed",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
987,"user friendliness, transaction flexibility",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
988,"leniency, customer service",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
989,"security features, user friendliness, transaction speed",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
990,security features,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,"customer service, transaction legitimacy",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
992,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
993,"transaction speed, feature accessibility",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
994,"transaction speed, user friendliness",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
995,"user friendliness, transaction flexibility",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
996,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
997,"loan interest, leniency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
